43263.0,45.8
43163.0,45.1
43863.0,46.9
43889.0,46.5
43016.0,45.0
43913.0,46.1
43923.0,46.5
43125.0,45.9
43317.0,45.3
43167.0,45.4
44616.0,48.3
43681.0,45.6
43513.0,45.0
43626.0,45.2
43863.0,45.8
43932.0,45.0
44632.0,46.5
44732.0,46.7
44571.0,46.8
44812.0,46.9
44125.0,46.0
44173.0,46.1
44026.0,46.0
44183.0,46.8
44225.0,46.3
44732.0,46.7
45352.0,47.6
45125.0,47.9
45025.0,47.8
45163.0,48.0
45263.0,48.2
45311.0,48.4
45473.0,48.1
44831.0,48.1
45463.0,48.2
45369.0,48.8
45763.0,48.9
46312.0,49.1
45325.0,48.4
46631.0,49.5
46896.0,49.0
46983.0,48.9
46995.0,49.0
46993.0,49.1
46831.0,48.6
46832.0,49.2
47032.0,49.6
47003.0,49.1
46893.0,48.4
46901.0,49.2
46831.0,48.6
46832.0,49.2
47012.0,49.4
47063.0,49.2
47699.0,50.1
47589.0,50.0
47677.0,50.0
47763.0,50.7
47932.0,50.5
47893.0,50.4
47935.0,50.1
48241.0,51.2
48831.0,51.5
48431.0,51.7
48963.0,51.1
49326.0,52.0
49103.0,52.1
48316.0,51.9
48023.0,51.2
48116.0,51.2
47223.0,50.2
47131.0,50.7
46377.0,50.5
48235.0,50.6
48863.0,50.9
47693.0,50.1
48176.0,50.6
47821.0,50.8
48021.0,50.9
47893.0,50.0
48315.0,50.2
47411.0,51.6
47646.0,50.3
47860.0,51.1
48066.0,52.3
48232.0,51.9
48278.0,51.8
48335.0,52.3
48425.0,51.3
48560.0,52.4
48697.0,52.6
48765.0,51.2
48783.0,52.2
48850.0,54.1
48879.0,52.5
48908.0,51.5
48987.0,52.0
49047.0,51.8
49093.0,53.2
49181.0,52.3
49263.0,53.2
49265.0,51.9
49318.0,52.0
49413.0,51.6
49478.0,50.9
49494.0,52.6
49500.0,53.5
49507.0,53.0
49528.0,52.3
49539.0,53.0
49589.0,53.9
49605.0,52.8
49614.0,52.3
49615.0,53.6
49712.0,53.3
49713.0,52.8
49722.0,53.7
49729.0,53.2
49737.0,53.6
49743.0,53.9
49817.0,51.5
49818.0,53.3
49831.0,52.9
49841.0,52.6
49888.0,53.9
49922.0,52.7
49937.0,53.0
49949.0,52.3
49957.0,53.0
50066.0,52.7
50073.0,55.7
50118.0,52.5
50147.0,53.0
50178.0,51.5
50235.0,53.2
50266.0,53.2
50269.0,53.0
50272.0,51.9
50308.0,52.4
50314.0,54.5
50321.0,54.0
50328.0,53.6
50329.0,53.0
50355.0,54.3
50364.0,53.3
50392.0,54.3
50402.0,53.9
50406.0,54.6
50455.0,54.0
50501.0,53.8
50504.0,53.2
50508.0,53.1
50532.0,53.0
50655.0,53.8
50683.0,54.2
50716.0,53.2
50718.0,55.1
50750.0,54.2
50762.0,53.5
50776.0,53.2
50779.0,52.3
50784.0,54.1
50792.0,52.9
50823.0,54.3
50843.0,53.5
50845.0,54.6
50888.0,53.4
50954.0,54.2
50969.0,54.3
51000.0,53.2
51016.0,55.1
51055.0,54.3
51085.0,54.0
51085.0,55.6
51221.0,53.7
51251.0,54.6
51326.0,55.7
51402.0,56.1
51431.0,55.8
51437.0,53.0
51449.0,55.1
51495.0,51.9
51555.0,53.7
51576.0,55.1
51703.0,52.1
51777.0,55.7
51825.0,56.8
51847.0,52.9
51938.0,56.8
52019.0,56.6
52071.0,56.9
52091.0,54.3
52236.0,56.6
52260.0,56.8
52285.0,58.0
52312.0,57.0
52340.0,58.3
52376.0,57.2
52449.0,58.3
52453.0,56.6
52513.0,56.7
52583.0,57.7
52601.0,55.3
52635.0,57.3
52643.0,54.3
52651.0,56.8
52707.0,57.0
52716.0,56.1
52733.0,57.5
52748.0,56.0
52750.0,56.7
52769.0,56.2
52799.0,57.1
52820.0,55.9
52826.0,55.8
52832.0,56.9
52920.0,57.1
53042.0,56.9
53115.0,57.7
53153.0,59.4
53221.0,57.4
53315.0,57.9
