53343.0,56.8
53369.0,57.0
53430.0,58.5
53438.0,58.7
53439.0,59.1
53454.0,55.3
53532.0,58.8
53577.0,57.8
53585.0,57.6
53593.0,57.9
53597.0,58.5
53636.0,58.7
53639.0,57.7
53645.0,58.5
53667.0,58.5
53677.0,57.5
53679.0,58.2
53709.0,59.2
53715.0,58.4
53726.0,58.7
53809.0,58.7
53832.0,60.6
53846.0,58.4
53954.0,59.0
53964.0,60.4
53986.0,58.6
54031.0,57.8
54037.0,57.5
54071.0,56.9
54116.0,58.7
54141.0,58.8
54154.0,57.7
54177.0,57.5
54209.0,58.7
54303.0,60.6
54396.0,58.3
54403.0,61.9
54434.0,59.4
54469.0,60.5
54478.0,59.8
54491.0,58.6
54512.0,59.3
54564.0,60.5
54565.0,60.2
54636.0,59.3
54655.0,58.0
54857.0,60.6
54876.0,60.9
54894.0,58.3
54902.0,60.8
54906.0,59.0
54953.0,61.7
54958.0,59.2
54978.0,58.6
54994.0,60.5
55059.0,61.4
55065.0,60.4
55084.0,56.8
55120.0,60.9
55190.0,60.7
55197.0,58.2
55201.0,59.4
55205.0,61.9
55220.0,62.0
55256.0,58.6
55274.0,61.4
55291.0,61.4
55292.0,61.6
55339.0,59.2
55362.0,58.1
55397.0,61.9
55438.0,61.0
55443.0,62.0
55449.0,59.0
55453.0,61.4
55474.0,61.5
55483.0,61.2
55487.0,61.6
55500.0,62.1
55529.0,61.9
55555.0,58.5
55572.0,61.2
55576.0,61.8
55589.0,61.8
55644.0,61.3
55649.0,58.2
55664.0,63.2
55696.0,62.7
55720.0,63.2
55729.0,62.3
55763.0,61.6
55768.0,59.5
55849.0,61.9
55872.0,61.6
55910.0,62.7
55914.0,61.2
55922.0,61.7
55926.0,61.6
55955.0,62.4
55985.0,62.3
55995.0,62.0
56078.0,62.7
56097.0,62.3
56118.0,61.7
56121.0,62.8
56155.0,62.5
56178.0,62.5
56186.0,61.9
56186.0,60.5
56227.0,62.1
56230.0,62.4
56249.0,63.3
56262.0,62.9
56268.0,62.0
56268.0,58.8
56301.0,62.4
56334.0,61.3
56398.0,62.8
56398.0,59.5
56443.0,62.8
56456.0,62.8
56465.0,61.2
56466.0,61.8
56497.0,62.8
56500.0,62.5
56521.0,62.1
56548.0,63.1
56567.0,62.8
56575.0,63.2
56606.0,62.8
56617.0,62.0
56680.0,63.3
56693.0,63.0
56761.0,63.0
56779.0,62.8
56883.0,63.0
56988.0,63.2
56996.0,63.4
57037.0,62.7
57041.0,62.3
57051.0,62.6
57123.0,62.5
57213.0,63.4
57236.0,56.9
57245.0,62.8
57277.0,63.1
57342.0,63.3
57370.0,62.5
57414.0,61.6
57435.0,62.8
57436.0,62.5
57497.0,61.9
57507.0,64.7
57552.0,64.0
57635.0,61.3
57768.0,64.1
58065.0,65.1
58091.0,64.1
58149.0,65.2
58276.0,64.1
58278.0,64.6
58309.0,63.0
58327.0,65.1
58363.0,65.5
58372.0,64.7
58381.0,64.4
58424.0,64.6
58427.0,64.8
58439.0,66.3
58932.0,65.1
58942.0,65.8
58531.0,65.1
58216.0,65.1
58573.0,65.5
58554.0,66.4
58571.0,65.0
58652.0,65.3
58694.0,63.0
58725.0,64.6
58363.0,65.1
58332.0,65.0
58672.0,65.0
59326.0,65.9
58912.0,65.1
58816.0,65.0
58725.0,65.6
58942.0,65.9
58336.0,65.1
58788.0,65.0
58804.0,65.5
58805.0,65.0
58316.0,65.1
58363.0,65.0
58381.0,65.0
58424.0,65.0
58427.0,65.0
58439.0,65.6
58440.0,65.3
58441.0,65.3
58442.0,65.6
58805.0,64.9
58821.0,65.2
58832.0,65.4
58865.0,62.6
58870.0,67.1
58896.0,64.5
58909.0,65.8
58632.0,65.6
58652.0,65.0
58672.0,65.0
58694.0,65.0
58725.0,65.0
58788.0,65.0
58804.0,65.0
58805.0,65.0
58821.0,65.0
58832.0,65.0
58938.0,66.6
58948.0,65.8
58954.0,64.7
58976.0,65.2
58999.0,66.4
59018.0,66.5
59033.0,65.4
59075.0,65.9
59097.0,65.8
59168.0,66.9
59274.0,65.1
59291.0,65.4
59294.0,64.7
59326.0,65.0
59351.0,65.0
59373.0,65.6
59376.0,65.4
59452.0,65.3
59351.0,66.6
59373.0,66.5
59376.0,64.7
59452.0,70.8
59458.0,68.1
59466.0,66.8
59487.0,64.8
59561.0,66.5
59831.0,65.8
59833.0,65.0
59585.0,66.5
59674.0,66.4
59689.0,65.6
59715.0,65.1
59833.0,66.8
58126.0,66.3
58149.0,66.3
58150.0,66.3
58151.0,66.2
58152.0,66.3
58153.0,66.6
58154.0,66.3
58155.0,66.2
58156.0,66.7
58457.0,66.3
58458.0,66.3
58912.0,66.2
58942.0,66.5
58948.0,66.8
58954.0,66.5
58976.0,66.5
58999.0,66.5
59018.0,66.5
59033.0,66.5
59075.0,66.5
59097.0,66.5
59850.0,66.9
59893.0,67.2
59922.0,67.8
59923.0,64.2
60065.0,67.0
60184.0,66.2
60185.0,68.8
60210.0,65.3
60240.0,68.6
60262.0,67.9
60293.0,66.3
60323.0,67.5
60437.0,67.0
60487.0,67.3
60525.0,67.1
60626.0,67.5
60764.0,66.6
60799.0,68.9
60873.0,66.7
60880.0,67.6
60918.0,66.8
60922.0,67.0
60935.0,67.8
60957.0,67.9
60961.0,66.8
61090.0,67.8
61204.0,67.8
61229.0,68.6
61278.0,67.5
61393.0,67.4
61399.0,66.3
61461.0,68.9
61491.0,68.8
61608.0,68.2
61738.0,68.5
61761.0,67.8
61780.0,67.0
61803.0,69.2
61826.0,68.9
61943.0,67.1
61962.0,68.5
62043.0,66.8
62168.0,68.6
62168.0,67.3
62451.0,68.0
62471.0,68.5
62740.0,68.3
62905.0,68.6
62931.0,68.4
62951.0,68.0
63358.0,68.6
64025.0,69.0
63163.0,69.1
63866.0,69.5
63900.0,69.5
63901.0,69.5
63943.0,69.9
63812.0,69.2
63890.0,69.1
63125.0,69.1
63163.0,69.1
63866.0,69.5
63994.0,69.8
64196.0,70.1
64172.0,70.2
64354.0,70.6
63890.0,69.1
63994.0,69.8
64196.0,70.1
64172.0,70.2
64354.0,70.6
64431.0,70.8
64710.0,71.5
64723.0,71.5
64724.0,71.5
64725.0,71.5
64616.0,70.8
64617.0,70.8
64618.0,70.8
64619.0,70.8
64320.0,70.8
64321.0,70.5
64322.0,70.5
64323.0,70.2
64910.0,70.8
64911.0,70.8
64215.0,70.5
64216.0,70.5
64167.0,73.3
65095.0,71.9
65183.0,71.3
65550.0,72.0
65315.0,72.2
68325.0,73.2
65594.0,72.5
67319.0,73.0
67460.0,74.1
71038.0,76.1
71337.0,80.3
58440.0,65.3
58441.0,65.6
64431.0,71.5
64710.0,72.3
64910.0,71.6
65095.0,72.8
65183.0,72.2
65550.0,72.9
65315.0,73.1
68325.0,74.1
65594.0,73.4
67319.0,73.9
67460.0,75.0
71038.0,77.0
71337.0,81.2
69500.0,75.0
69501.0,75.0
69502.0,75.6
69543.0,75.6
69544.0,75.6
69345.0,75.4
69343.0,75.7
